Date,Unix,Ticker,Price,stock_p_change,SP500,SP500_p_change,Market Cap,Enterprise Value,Trailing P/E,Forward P/E,PEG Ratio,Price/Sales,Price/Book,Enterprise Value/Revenue,Enterprise Value/EBITDA,Profit Margin,Operating Margin,Return on Assets,Return on Equity,Revenue,Revenue Per Share,Quarterly Revenue Growth,Gross Profit,EBITDA,Net Income Avi to Common,Diluted EPS,Quarterly Earnings Growth,Total Cash,Total Cash Per Share,Total Debt,Total Debt/Equity,Current Ratio,Book Value Per Share,Operating Cash Flow,Levered Free Cash Flow,Beta,50-Day Moving Average,200-Day Moving Average,Avg Vol (3 month),Shares Outstanding,Float,% Held by Insiders,% Held by Institutions,Shares Short,Short Ratio,Short % of Float,Shares Short (prior month)
0,0,UNH,0,0,0,0,215610000000.0,235650000000.0,20.79,15.8,1.14,1.07,4.52,1.17,13.94,5.25,7.56,7.26,23.47,201160000000.0,208.67,9.5,71120000000.0,16899999999.999998,10560000000.0,10.72,114.8,15490000000.0,16.01,31690000000.0,60.92,0.67,49.3,13600000000.0,13470000000.0,0.67,227.23,216.89,3720000.0,967660000.0,961200000.0,1.59,88.84,7840000.0,2.51,0.83,7590000.0
0,0,UNM,0,0,0,0,11200000000.0,12830000000.0,11.59,9.22,1.93,0.99,1.18,1.14,7.7,8.81,13.86,1.55,10.72,11290000000.0,49.83,1.5,3800000000.0,1670000000.0,994200000.0,4.37,7.6,1230000000.0,5.57,2940000000.0,30.74,8.14,43.02,1150000000.0,411000000.0,1.37,50.93,52.69,1690000.0,221260000.0,220520000.0,0.41,96.41,4600000.0,3.64,2.25,3350000.0
0,0,UNP,0,0,0,0,109070000000.0,122940000000.0,10.37,16.44,0.98,5.14,4.35,5.79,11.99,50.43,38.36,8.97,47.83,21240000000.0,26.6,5.5,16989999999.999998,10250000000.0,10710000000.0,13.36,536.2,1360000000.0,1.75,16940000000.000002,68.17,1.02,31.83,7230000000.0,3490000000.0,0.99,132.43,124.95,5270000.0,787170000.0,778040000.0,0.1,81.86,9480000.0,2.71,1.17,8770000.0
0,0,UPS,0,0,0,0,92730000000.0,113700000000.0,19.19,13.7,1.38,1.41,92.56,1.73,11.59,7.45,11.43,10.97,673.06,65870000000.00001,75.63,11.2,49440000000.0,9810000000.0,4910000000.0,5.61,,4070000000.0000005,4.72,24320000000.0,2360.87,1.22,1.16,1480000000.0,514500000.0,0.97,109.67,117.31,4830000.0,688690000.0,688770000.0,0.01,55.27,8060000.000000001,3.01,1.17,9370000.0
0,0,URBN,0,0,0,0,3950000000.0,3490000000.0,38.05,15.35,1.05,1.09,3.04,0.96,8.97,2.99,7.19,8.43,8.28,3620000000.0,32.32,5.7,1240000000.0,389180000.0,108260000.0,0.96,-97.9,447340000.0,4.13,,,2.72,12.02,,,0.48,35.13,30.02,2460000.0,108250000.0,78390000.0,36.37,80.08,20420000.0,9.24,31.04,23220000.0
0,0,USB,0,0,0,0,86750000000.0,120890000000.0,14.97,12.0,1.71,4.33,1.99,6.03,,31.03,38.39,1.38,12.81,20040000000.0,11.95,4.0,,,5910000000.0,3.51,13.8,18240000000.0,11.04,50150000000.0,,,26.35,6470000000.0,,0.93,54.59,54.17,6710000.0,1650000000.0,1540000000.0,0.15,75.57,13960000.0,2.4,0.83,14410000.0
0,0,UTX,0,0,0,0,101610000000.0,120200000000.0,22.28,16.34,2.47,1.7,3.43,2.01,11.97,7.61,13.21,5.29,16.13,59840000000.0,75.74,7.0,15880000000.0,10040000000.0,4550000000.0,5.7,-60.8,8980000000.0,11.23,27480000000.0,87.11,1.35,37.05,5630000000.0,3950000000.0,1.03,130.79,124.08,4780000.0,800090000.0,743450000.0,0.07,83.35,11460000.0,4.19,1.63,11590000.0
0,0,V,0,0,0,0,278100000000.0,283040000000.0,40.94,23.74,1.56,14.82,9.96,15.09,22.05,38.12,66.99,12.03,21.96,18760000000.0,8.2,9.0,15730000000.0,12840000000.0,6900000000.0,3.01,21.8,11550000000.0,5.12,16620000000.000002,49.76,2.07,12.37,9460000000.0,7400000000.0,1.05,121.65,114.02,8210000.000000001,1800000000.0,1790000000.0,0.1,94.7,,0.0,0.0,0.84
0,0,VALE,0,0,0,0,67890000000.0,86510000000.0,12.49,9.99,0.48,2.06,1.53,2.62,5.95,16.24,33.12,6.9,14.39,33020000000.000004,6.35,-2.7,9840000000.0,14530000000.0,6160000000.0,1.04,61.0,4440000000.0,0.86,24430000000.0,54.21,1.45,8.48,12240000000.0,11290000000.0,2.11,13.28,11.67,24970000.0,5220000000.0,936580000.0,0.0,19.85,93340000.0,3.47,0.0,104480000.0
0,0,VAR,0,0,0,0,11270000000.0,10900000000.0,92.72,25.66,3.61,4.1,8.15,3.97,20.09,4.49,17.1,8.4,8.75,2750000000.0,29.83,12.8,1160000000.0,542700000.0,136700000.0,1.33,,836600000.0,9.16,340000000.0,24.44,1.46,15.14,495900000.0,525450000.00000006,1.13,121.83,111.7,91300000.0,91300000.0,91010000.0,0.32,101.46,7060000.0,8.43,7.58,7630000.0
0,0,VFC,0,0,0,0,29600000000.0,32090000000.000004,48.87,21.5,2.11,2.51,7.94,2.72,17.46,5.21,13.1,9.82,16.65,11810000000.0,29.58,22.5,5970000000.0,1840000000.0,721210000.0,1.53,,566080000.0,1.43,2920000000.0,78.59,1.6,9.4,1470000000.0,783890000.0,0.69,76.7,71.92,2750000.0,396700000.0,394080000.0,0.74,87.43,15640000.0,6.38,4.57,15620000.0
0,0,VIAB,0,0,0,0,12950000000.0,22260000000.0,6.25,7.28,1.03,0.99,1.92,1.71,7.59,15.49,20.84,7.35,35.58,13010000000.0,32.43,-7.6,5830000000.0,2930000000.0,2009999999.9999998,5.01,35.6,394000000.0,0.98,10190000000.0,148.1,1.41,16.27,1520000000.0,5780000000.0,1.65,32.91,29.34,4530000.0,352910000.0,362050000.0,0.38,95.13,27930000.0,5.0,7.27,25100000.0
0,0,VITC,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,0,VLO,0,0,0,0,41350000000.0,43650000000.0,10.43,11.86,0.6,0.47,1.88,0.49,7.73,4.6,4.14,4.75,19.0,88410000000.0,200.02,27.9,4550000000.0,5650000000.0,4059999999.9999995,9.15,546.0,5850000000.0,13.51,8870000000.0,38.74,1.74,50.68,5480000000.0,3940000000.0,0.95,92.06,85.39,3300000.0,433180000.0,431830000.0,0.32,84.48,16620000.000000002,4.66,3.71,19230000.0
0,0,VMC,0,0,0,0,15210000000.0,17830000000.0,25.75,20.87,1.22,3.91,3.06,4.58,18.75,15.45,16.59,4.49,12.44,3890000000.0,29.36,12.0,1000000000.0,951260000.0,593390000.0,4.46,190.9,141650000.0,1.07,2850000000.0,57.46,2.66,37.55,644680000.0,-39230000.0,0.99,123.45,123.6,1440000.0,132479999.99999999,132050000.00000001,0.23,93.26,4150000.0000000005,3.48,3.15,3790000.0
0,0,VNO,0,0,0,0,13700000000.0,22150000000.0,79.76,48.31,3.18,6.56,3.73,10.61,20.74,10.89,29.66,2.03,3.73,2089999999.9999998,11.02,-21.4,1200000000.0,1070000000.0000001,175200000.0,0.85,-93.4,1850000000.0,9.71,10240000000.0,170.82,6.97,18.14,860140000.0,2980000000.0,1.14,67.81,73.62,1170000.0,189980000.0,176860000.0,9.42,89.7,3270000.0,2.81,2.39,3550000.0
0,0,VPRT,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,0,VRSN,0,0,0,0,12100000000.0,12150000000.0,33.86,25.12,3.57,10.39,,10.43,16.04,39.24,60.74,16.77,,1170000000.0,11.61,3.2,971770000.0,757600000.0,457250000.0,3.68,-2.6,2410000000.0,24.86,2410000000.0,,1.57,-12.91,702760000.0,478840000.0,0.75,116.28,112.06,1030000.0,97120000.0,75910000.0,1.26,127.59,14000000.0,17.82,23.06,14140000.0
0,0,VTR,0,0,0,0,17380000000.0,29060000000.0,12.82,27.85,3.88,4.88,1.59,8.15,15.29,38.05,29.59,2.8,12.48,3560000000.0,10.03,0.9,2080000000.0,1900000000.0,1360000000.0,3.78,89.1,81360000.0,0.23,11280000000.0,101.67,0.66,30.51,1440000000.0,1350000000.0,0.44,50.92,59.74,2950000.0,356190000.0,354890000.0,0.43,91.66,6290000.0,4.05,2.34,5520000.0
0,0,VZ,0,0,0,0,195170000000.0,309980000000.0,6.42,10.15,1.78,1.55,4.48,2.46,6.59,23.88,23.88,7.51,88.91,126030000000.0,30.86,5.0,74480000000.0,47050000000.0,30100000000.0,7.36,315.3,2080000000.0,0.51,117510000000.0,262.96,0.9,10.56,25300000000.0,12950000000.0,0.77,49.53,49.62,17490000.0,4130000000.0,4080000000.0,0.03,66.29,33710000.0,1.9,0.83,36170000.0
0,0,WAG,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,0,WAT,0,0,0,0,16640000000.0,15500000000.0,844.72,23.57,2.65,7.21,7.5,6.71,19.45,0.88,29.92,8.65,0.89,2310000000.0,28.94,9.3,1360000000.0,796970000.0,20310000.0,0.25,,3390000000.0,43.08,2000000000.0,89.43,7.05,28.16,697640000.0,508140000.0,1.44,206.67,197.53,78780000.0,78780000.0,75340000.0,4.56,98.02,2900000.0,5.58,3.79,2670000.0
0,0,WDC,0,0,0,0,30600000000.0,37420000000.0,80.16,8.11,0.24,1.53,2.71,1.87,6.93,1.93,16.34,6.95,3.51,20010000000.0,68.29,9.2,6070000000.0,5400000000.0,386000000.0,1.28,,6300000000.0,21.18,12050000000.0,106.91,2.55,37.95,4250000000.0,3270000000.0,0.97,90.38,86.74,4190000.0000000005,297560000.0,296350000.0,0.33,87.2,9330000.0,2.59,3.51,7310000.0
0,0,WEC,0,0,0,0,19340000000.0,30330000000.0,16.17,17.56,4.33,2.53,2.04,3.97,11.74,15.74,23.34,3.62,13.05,7650000000.0,24.24,4.7,2780000000.0,2580000000.0,1200000000.0,3.79,122.5,38900000.0,0.12,11030000000.0,116.24,0.57,29.98,2080000000.0,-151710000.0,0.09,61.04,64.81,1970000.0,315540000.0,314800000.0,0.2,74.7,8680000.0,5.33,2.76,7530000.0
0,0,WFC,0,0,0,0,267160000000.00003,218110000000.0,13.36,10.24,1.24,3.11,1.46,2.54,,25.8,38.98,1.16,10.99,85990000000.0,17.32,4.6,,,20550000000.0,4.1,19.8,387200000000.0,79.38,337070000000.0,,,37.46,18720000000.0,,1.15,58.59,57.44,22180000.0,4880000000.0,4390000000.0,79.58,0.0,100.0,0.16,0.0,
0,0,WFM,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,0,WGO,0,0,0,0,1320000000.0,1610000000.0,17.05,10.42,2.26,0.76,2.9,0.92,10.08,4.43,7.25,8.79,18.16,1750000000.0,55.45,83.5,222580000.0,159610000.0,77550000.0,2.45,53.0,54470000.0,1.72,271010000.0,59.35,1.88,14.43,126730000.0,110410000.0,1.17,43.71,47.6,31660000.0,31660000.0,28880000.0,3.8,88.75,,0.0,0.0,0.4
0,0,WHR,0,0,0,0,11190000000.0,15320000000.0,33.67,9.12,0.94,0.53,2.66,0.72,7.5,1.65,6.53,4.43,6.21,21250000000.0,289.95,0.8,3600000000.0,2040000000.0,350000000.0,4.7,,1200000000.0,16.92,5220000000.0,101.75,0.93,59.42,1260000000.0,915250000.0,1.75,167.08,169.93,70690000.0,70690000.0,70270000.0,0.7,94.87,3950000.0,3.05,5.43,4260000.0
0,0,WIN,0,0,0,0,328170000.0,10970000000.0,,-1.08,0.03,0.06,,1.88,5.82,-36.16,7.2,2.31,,5850000000.0,34.61,14.4,2790000000.0,1880000000.0,-2120000000.0,-12.52,,43400000.0,0.24,10690000000.0,,0.6,-7.11,950700000.0,375720000.0,-0.32,1.55,1.87,2730000.0,183340000.0,180430000.0,1.59,62.7,31100000.0,8.09,19.31,36280000.0
0,0,WLP,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,0,WM,0,0,0,0,37260000000.0,50070000000.0,19.48,19.48,1.75,2.57,6.19,3.46,12.53,13.46,18.09,7.67,34.31,14490000000.0,33.01,5.5,5460000000.0,4000000000.0,1950000000.0,4.41,169.6,22000000.0,0.05,9490000000.0,157.08,0.8,13.89,3180000000.0,1260000000.0,0.65,84.91,82.74,2280000.0,433670000.0,431380000.0,0.52,81.14,0.08,0.08,0.0,400.0
0,0,WMB,0,0,0,0,22340000000.0,42550000000.0,10.31,26.73,2.94,2.78,2.31,5.3,12.38,27.07,21.17,2.28,16.6,8029999999.999999,9.72,1.4,4150000000.0000005,3440000000.0,2170000000.0,2.62,,899000000.0,1.09,20940000000.0,129.43,0.82,11.69,2560000000.0,-154380000.0,1.61,28.64,29.61,6640000.0,827330000.0,826210000.0,0.14,89.17,12000000.0,2.33,1.61,12980000.0
0,0,WMT,0,0,0,0,261220000000.00003,303590000000.0,26.88,16.76,2.59,0.52,3.35,0.61,9.8,1.97,4.08,6.33,13.04,500340000000.0,167.06,4.1,124620000000.0,30970000000.0,9860000000.0,3.28,-42.1,6760000000.0,2.28,46490000000.0,57.52,0.76,26.32,28340000000.0,15560000000.0,0.48,94.89,92.43,11690000.0,2960000000.0,1430000000.0,51.59,30.65,,0.0,0.0,100.0
0,0,WPO,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,0,WPX,0,0,0,0,5910000000.0,7930000000.0,,37.12,2.57,4.44,1.52,5.95,13.11,-1.2,-5.1,-0.55,-0.29,1330000000.0,3.37,89.8,1020000000.0,605000000.0,-26000000.0,-0.08,,189000000.0,0.47,2580000000.0,62.39,0.76,9.78,507000000.0,-645000000.0,2.97,14.16,12.83,6150000.0,398200000.0,394330000.0,0.96,102.57,26390000.0,3.83,6.69,25350000.0
0,0,WTW,0,0,0,0,4250000000.0,6140000000.0,27.37,19.15,-0.63,3.25,,4.7,18.53,12.51,21.47,13.94,,1310000000.0,20.32,16.9,692650000.0,331510000.0,163510000.0,2.4,373.5,83050000.0,1.28,1840000000.0,,0.61,-15.71,222270000.0,145510000.0,4.85,67.14,52.52,2069999.9999999998,64700000.0,29020000.0,9.64,93.32,7920000.0,4.6,36.81,6300000.0
0,0,WU,0,0,0,0,9040000000.0,11260000000.0,,10.09,2.74,1.64,,2.04,8.65,-10.09,18.82,6.97,-271.23,5520000000.0,11.81,4.9,2170000000.0,1300000000.0,-557100000.0,-1.19,,841500000.0,1.83,3030000000.0,,0.2,-1.07,735800000.0,1620000000.0,0.81,19.99,19.75,5990000.0,459300000.0,457360000.0,0.34,111.11,42270000.0,11.43,11.76,39990000.0
0,0,WY,0,0,0,0,26750000000.0,32759999999.999996,45.95,23.59,5.28,3.72,3.0,4.55,16.85,8.09,19.77,4.77,6.44,7200000000.0,9.56,14.2,1900000000.0,1940000000.0,582000000.0,0.77,-50.8,824000000.0,1.09,6500000000.0,73.08,1.47,11.78,1200000000.0,1170000000.0,1.68,35.06,35.09,4230000.0,756100000.0,747190000.0,1.12,78.89,12670000.0,4.37,1.71,11850000.0
0,0,WYN,0,0,0,0,11760000000.0,17550000000.0,14.04,14.72,1.27,2.55,13.42,3.81,14.26,18.88,22.07,6.29,102.31,4610000000.0,44.79,-6.7,2660000000.0,1230000000.0,818000000.0,8.4,173.8,116000000.0,1.16,6010000000.0,680.29,1.17,8.79,987000000.0,-91250000.0,1.43,118.55,112.36,99720000.0,99720000.0,98040000.0,3.02,95.44,6110000.0,5.65,6.65,6450000.0
0,0,WYNN,0,0,0,0,18430000000.0,25560000000.0,24.58,19.41,2.95,2.92,19.36,4.05,15.71,11.85,17.04,5.45,133.1,6310000000.0,61.78,29.9,2340000000.0,1630000000.0,747180000.0,7.28,332.1,2970000000.0,28.98,9650000000.0,894.43,1.77,9.24,1880000000.0,463090000.0,2.15,171.35,160.06,4210000.0,103020000.0,79970000.0,22.08,72.09,,,0.0,
0,0,X,0,0,0,0,6830000000.0,7930000000.0,17.7,8.18,0.73,0.56,2.05,0.65,7.78,3.16,4.23,3.4,13.83,12250000000.0,70.08,18.2,1390000000.0,1020000000.0,387000000.0,2.19,,1550000000.0,8.83,2700000000.0,81.39,1.75,18.95,802000000.0,275250000.0,4.1,40.4,32.95,13490000.0,176180000.0,164970000.0,0.95,75.01,19660000.0,1.64,11.35,20580000.0
0,0,XEL,0,0,0,0,22590000000.0,38290000000.0,19.76,17.17,2.96,1.98,1.97,3.36,10.08,10.07,19.2,3.25,10.22,11400000000.0,22.43,0.0,4490000000.0,3800000000.0,1150000000.0,2.25,-16.6,92000000.0,0.18,15790000000.0,137.85,0.73,22.56,3130000000.0,-522620000.0,0.12,43.75,47.47,3680000.0,508060000.0,506610000.0,0.25,75.07,12370000.0,3.8,2.44,10870000.0
0,0,XL,0,0,0,0,14270000000.0,11170000000.0,,13.85,0.67,1.26,1.44,0.99,-126.88,-4.95,-1.63,-0.19,-4.01,11330000000.0,43.59,0.3,1500000000.0,-88050000.0,-560400000.0,-2.16,-90.5,6270000000.0,24.42,3220000000.0,28.1,0.51,38.47,33320000.0,1870000000.0,0.5,46.19,40.27,6020000.0,257700000.0,252800000.0,48.09,0.0,,0.0,0.0,400.0
0,0,XLNX,0,0,0,0,19280000000.0,17610000000.0,39.35,26.27,4.02,7.79,8.15,7.11,22.25,20.2,29.43,9.15,20.65,2480000000.0,9.93,7.8,1640000000.0,791840000.0,500150000.0,1.92,-91.6,3540000000.0,13.9,1740000000.0,73.67,9.08,9.28,884050000.0,635880000.0,0.72,71.13,70.89,2670000.0,254820000.0,254310000.0,0.28,94.13,6930000.0,3.19,3.13,9280000.0
0,0,XOM,0,0,0,0,318090000000.0,352690000000.0,16.21,16.0,0.91,1.33,1.69,1.48,10.47,8.25,6.4,2.82,10.78,238880000000.0,56.13,21.7,74820000000.0,33689999999.999996,19710000000.0,4.63,398.8,3180000000.0,0.75,42340000000.0,21.77,0.82,44.28,30070000000.0,12860000000.0,0.84,77.14,81.55,14910000.0,4240000000.0,4230000000.0000005,0.13,54.41,32860000.0,3.79,0.78,33100000.0
0,0,XRAY,0,0,0,0,12310000000.0,13640000000.0,,17.81,2.56,3.08,1.86,3.42,16.43,-38.81,12.87,2.93,-21.02,3990000000.0,17.41,9.5,2000000000.0,830200000.0,-1550000000.0,-6.76,,412200000.0,1.81,1640000000.0,24.78,2.1,29.17,601900000.0,420890000.0,1.2,57.54,61.42,2210000.0,227380000.0,225460000.0,0.81,100.3,8109999.999999999,3.78,3.55,8109999.999999999
0,0,XRX,0,0,0,0,7860000000.0,12140000000.0,43.34,8.32,4.3,0.77,1.49,1.18,8.74,1.9,9.07,3.42,3.9,10260000000.0,40.36,0.5,4059999999.9999995,1390000000.0,178000000.0,0.71,,1290000000.0,5.08,5520000000.0,100.18,1.91,20.64,34000000.0,629500000.0,1.17,30.68,30.93,2640000.0,254670000.0,221820000.0,3.72,88.71,5300000.0,2.2,2.33,6470000.0
0,0,XYL,0,0,0,0,14270000000.0,16059999999.999998,43.36,23.54,2.08,3.03,5.7,3.41,19.7,7.03,12.34,5.45,13.97,4710000000.0,26.2,16.6,1850000000.0,815000000.0,331000000.0,1.83,42.0,414000000.0,2.3,2200000000.0,87.34,1.88,13.92,686000000.0,392880000.0,0.8,74.96,68.78,1000000.0,179890000.0,179330000.0,0.6,90.35,3570000.0,3.91,2.0,4090000.0
0,0,YHOO,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,0,YUM,0,0,0,0,27540000000.0,35910000000.0,21.97,21.57,2.1,4.68,,6.11,17.96,22.8,29.7,20.28,,5880000000.0,16.94,-16.4,2920000000.0,2000000000.0,1340000000.0,3.77,43.9,1520000000.0,4.58,9800000000.0,,1.66,-19.08,1030000000.0,508250000.0,0.58,80.75,79.69,2080000.0,332510000.0,331880000.0,0.25,77.64,5060000.0,2.62,1.44,3880000.0
0,0,ZION,0,0,0,0,10830000000.0,14650000000.0,21.19,13.64,1.5,4.19,1.53,5.67,,22.9,38.92,0.91,7.73,2580000000.0,12.88,10.8,,,546000000.0,2.6,-10.2,1660000000.0,8.47,5400000000.0,,,36.01,928000000.0,,1.4,54.65,49.78,2380000.0,196510000.0,193700000.0,1.79,96.7,17490000.0,7.69,8.77,17080000.0
0,0,ZLC,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,0,ZMH,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,0,ZNGA,0,0,0,0,3420000000.0,2660000000.0,131.33,21.89,0.89,3.97,2.09,3.08,37.83,3.09,4.63,1.28,1.65,861390000.0,0.99,22.4,602420000.0,70200000.0,26640000.0,0.03,,681380000.0,0.78,,,2.94,1.88,94580000.0,114590000.0,0.41,3.6,3.79,12760000.0,780570000.0,767120000.0,2.12,82.64,18240000.0,1.7,2.36,20140000.0
